,Name Kiste,Medientyp (Konvulut),Ressourcentyp,Titel (Konvulut),Beschreibung Konvolut,Ausstellungstitel 1,Untertitel 1,Ausstellung (GND),Ausstellungstitel 2,Untertitel 2,Ausstellungstyp 1,Ausstellungskategorie 1,Ausstellungstyp 2,Ausstellungskategorie ,Serie/Veranstaltungsreihe,Serie/Veranstaltungsreihe (GND),Genre 1,Genre 1 (GND),Genre 2,Genre 2 (GND),Genre 3,Genre 3 (GND),Genre 4,Genre 4 (GND),Genre 5,Genre 5 (GND),Ort der Ausstellung (geografisch) 1,Ort der Ausstellung (geografisch) 1 (GND),Ort der Ausstellung (geografisch) 2,Ort der Ausstellung (geografisch) 2 (GND),Ort der Ausstellung (geografisch) 3,Ort der Ausstellung (geografisch) 3 (GND),Ort der Ausstellung (geografisch) 4,Ort der Ausstellung (geografisch) 4 (GND),Ort der Ausstellung (Institution) 1,Ort der Ausstellung (Institution) (GND)1,Ort der Ausstellung (Institution) 2,Ort der Ausstellung (Institution) 3,Ort der Ausstellung (Institution) 4,Ort der Ausstellung (Institution) 5,Ort der Ausstellung (Institution) 6,Ort der Ausstellung (Institution) 7,Aktuell Ort der Ausstellung (Institution) 1,Aktuell Ort der Ausstellung (Institution) 2,Aktuell Ort der Ausstellung (Institution) 3,Erscheinungsort,Originaltitel,Beteiligte Person 1 (Name),Beteiligte Person 1 (GND-Nummer),Beteiligte Person 1 (Rolle 1),Beteiligte Person 1 (Rolle 2),Beteiligte Person 2 (Name),Beteiligte Person 2 (GND-Nummer),Beteiligte Person 2 (Rolle 1),Beteiligte Person 3,Rolle,Beteiligte Person 4,Rolle,Beteiligte Person 5,Rolle,Beteiligte Person 6,Rolle,Beteiligte Person 7,Rolle,Beteiligte Person 7,Rolle,Beteiligte Person 8,Rolle,Beteiligte Person 9,Rolle,Beteiligte Person 10,Rolle,Beteiligte Person 11,Rolle,Beteiligte Person 12,Rolle,Beteiligte Person 13,Rolle,Beteiligte Person 14,Rolle,Beteiligte Person 15,Rolle,Beteiligte Person 16,Rolle,Beteiligte Person 17,Rolle,Beteiligte Person 18,Rolle,Beteiligte Person 19,Rolle,Beteiligte Person 20,Rolle,Beteiligte Person 21,Rolle,Beteiligte Person 22,Rolle,Beteiligte Person 23,Rolle,Beteiligte Person 24,Rolle,Beteiligte Person 25,Rolle,Beteiligte Person 26,Rolle,Beteiligte Person 27,Rolle,Beteiligte Person 28,Rolle,Beteiligte Person 29,Rolle,Beteiligte Person 30,Rolle,Beteiligte Person 31,Rolle,Beteiligte Person 32,Rolle,Beteiligte Person 33,Rolle,Beteiligte Person 34,Rolle,Beteiligte Person 35,Rolle,Beteiligte Person 36,GND,Rolle,Beteiligte Person 37,Rolle,Beteiligte Person 38,Rolle,Beteiligte Person 39,Rolle,Beteiligte Person 40,Rolle,Beteiligte Person 41,Rolle,Beteiligte Person 42,Rolle,Beteiligte Person 43,Rolle,Beteiligte Person 44,Rolle,Beteiligte Person 45,Rolle,Beteiligte Person 46,Rolle,Beteiligte Person 47,Rolle,Beteiligte Person 48,Rolle,Beteiligte Person 49,Rolle,Beteiligte Person 50,Rolle,Beteiligte Person 51,Rolle,Beteiligte Person 52,Rolle,Beteiligte Person 53,Rolle,Beteiligte Person 54,Rolle,Beteiligte Körperschaft 1,Rolle,Beteiligte Körperschaft 2,,Viaf,Rolle,Beteiligte Körperschaft 3,Rolle,Beteiligte Körperschaft 4,Rolle,Beteiligte Körperschaft 5,Rolle,Beteiligte Körperschaft 6,Rolle,Beteiligte Körperschaft 7,Rolle,Beteiligte Körperschaft 8,Rolle,Aktuell Beteiligte Körperschaft 1,Aktuell Beteiligte Körperschaft 2,Aktuell Beteiligte Körperschaft 3,Zusatz Beteiligte Körperschaft 1,Datierung,Widmung F. C. Gundlach,Widmung Andere,Ausstellungsdatum (von...) 1,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 1,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 1",Tag,Monat,Jahr,Ausstellungsdatum (von...) 2,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 2,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 2",Tag,Monat,Jahr,Ausstellungsdatum (von...) 3,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 3,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 3",Tag,Monat,Jahr,Ausstellungsdatum (von...) 4,Tag,Monat,Jahr,Ausstellungsdatum (...bis) 4,Tag,Monat,Jahr,"Weitere Datumsangaben (Vernissage, Finissage, ...) 4",Tag,Monat,Jahr,Schlagwort 1,Schlagwort 2,Schlagwörter 3,Schlagwörter 4,Schlagwort 5,Schlagwort 6,Beschreibung,Sprache 1,Sprache 2,Sprache 3,Signatur,RVK-Notation,K10PlusPPN,SWB-ID,Sachgebiet/SSG Nummer/FID-Kennzeichen ,Permalink,DOI-Digitalisat ,Weblink/URL,Ressource
https://www.paulacoopergallery.com/exhibitions/still-life-kicking#tab:slideshow,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Still Life & Kicking, Paula Cooper Gallery, Vogue, 10.5.2007 -  8.6.2007",Still Life & Kicking,,,,,Gruppenausstellung,Sonderausstellung,,,,,Plastik,4046277-8,Malerei,4037220-0,,,,,,,New York,4042011-5,,,,,,,Paula Cooper Gallery,5169741-5,,,,,,,,,,,,"Kazanjian, Dodie",1057103721,Kurator:in,,"Baldessari, John",118506153,Künstler:in,"Cattelan, Maurizio",Künstler:in,"Chamberlain, John",Künstler:in,"Chan, Paul",Künstler:in,"Close, Chuck",Künstler:in,"Condo, George",Künstler:in,"Harrison, Rachel",Künstler:in,"Levine, Sherrie",Künstler:in,"Peyton, Elizabeth",Künstler:in,"Rist, Pipilotti",Künstler:in,"van Bart, Hannah",Künstler:in,"Walsh, Dan",Künstler:in,"Weiner, Lawrence",Künstler:in,"West, Franz",Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paula Cooper Gallery,Veranstalter,Vogue,,,Veranstalter,,,,,,,,,,,,,,,,,,,,,10,5,2007,,8,6,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Plastik,Malerei,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"akira KANAYAMA, atsuko TANAKA, Paula Cooper Gallery, 17.1.2008 -  18.2.2008","akira KANAYAMA, atsuko TANAKA",,,,,Gruppenausstellung,Sonderausstellung,,,,,Objektkunst,4131740-3,Installation,1228235120,,,,,,,New York,4042011-5,,,,,,,Paula Cooper Gallery,5169741-5,,,,,,,,,,,,"Kanayama, Akira",121414477,Künstler:in,,"Tanaka, Atsuko",121414442,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paula Cooper Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,17,1,2008,,18,2,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Objektkunst,Installation,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Hans Haacke, Paula Cooper Gallery, 11.1.2008 -  16.2.2008",Hans Haacke,,,,,Einzelausstellung,Sonderausstellung,,,,,Objektkunst,4032354-7,Installation,1228235120,,,,,,,New York,4042011-5,,,,,,,Paula Cooper Gallery,5169741-5,,,,,,,,,,,,"Haacke, Hans",118699644,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paula Cooper Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2008,,16,2,2008,Vernissage,11,1,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Objektkunst,Installation,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Meg Webster, Paula Cooper Gallery, 23.2.2008 -  22.3.2008",Meg Webster,,,,,Einzelausstellung,Sonderausstellung,,,,,Plastik,4046277-8,Installation,1228235120,,,,,,,New York,4042011-5,,,,,,,Paula Cooper Gallery,5169741-5,,,,,,,,,,,,"Webster, Meg",111537074X,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paula Cooper Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,23,2,2008,,22,3,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Plastik,Installation,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Kelley Walker, Paula Cooper Gallery, 31.10.2008 -  13.12.2008",Kelley Walker,,,,,Einzelausstellung,Sonderausstellung,,,,,Grafik,4021845-4,,,,,,,,,New York,4042011-5,,,,,,,Paula Cooper Gallery,5169741-5,,,,,,,,,,,,"Walker, Kelley",130048283,Grafiker:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paula Cooper Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,31,10,2008,,13,12,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Grafik,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Helmut Newton - Private Property: Photographs 1975-1983, Staley-Wise, 30.1.1987 -  29.1.1987",Helmut Newton - Private Property,Photographs 1975-1983,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Newton, Helmut",118587536,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,handschriftlich,,30,1,1987,,29,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Priscilla Rattazzi - Selected Photographs: 1975-2013, Staley-Wise Gallery, 31.1.2014 -  22.2.2014",Priscilla Rattazzi - Selected Photographs: 1975-2013,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Rattazzi, Priscilla",124438342,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,31,1,2014,,22,2,2014,Vernissage,30,1,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Patrick Demarchelier: Part II, Staley-Wise Gallery, 27.9.2013 -  30.11.2013",Patrick Demarchelier: Part II,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Demarchelier, Patrick",118950452,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,27,9,2013,,30,11,2013,Vernissage,26,9,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Harry Benson - Work, Staley-Wise Gallery, 14.9.2012 -  27.1.2012",Harry Benson - Work,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Benson, Harry",123871662,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,14,9,2012,,27,1,2012,Vernissage,13,9,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Harry Benson - Get the Picture, Staley-Wise Gallery, 16.12.2017 -  28.1.2017",Harry Benson - Get the Picture,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Benson, Harry",123871662,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,16,12,2017,,28,1,2017,Vernissage,15,12,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Jim Marshall and Timothy White - Match Prints, Staley-Wise Gallery, 26.3.2010 -  24.4.2010",Jim Marshall and Timothy White - Match Prints,,,,,Gruppenausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Marshall, Jim",1029782997,Fotograf:in,,"White, Timothy",124424139,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,26,3,2010,,24,4,2010,Vernissage,25,5,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Mary Ellen Mark - See Behind the Scene, Staley-Wise Gallery, 9.1.2009 -  14.2.2009",Mary Ellen Mark - See Behind the Scene,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Mark, Mary Ellen",119073609,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2009,,14,2,2009,Vernissage,8,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Patrick Demarchelier: Part I, Staley-Wise Gallery, 12.9.2008 -  25.10.2008",Patrick Demarchelier: Part I,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Demarchelier, Patrick",118950452,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,12,9,2008,,25,10,2008,Vernissage,11,9,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Ellen von Unwerth - Fräulein, Staley-Wise Gallery, 11.12.2009 -  30.1.2010",Ellen von Unwerth - Fräulein,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Unwerth, Ellen von",119322528,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,11,12,2009,,30,1,2010,Vernissage,10,12,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Harry Benson, Staley-Wise Gallery, 7.11.2008 -  3.1.2009",Harry Benson,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Benson, Harry",123871662,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,7,11,2008,,3,1,2009,Vernissage,6,11,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"That's Great!: Photographs by Ron Galella, Staley-Wise Gallery, 1.5.2008 -  7.6.2008",That's Great!,Photographs by Ron Galella,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Galella, Ron",128466634,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2008,,7,6,2008,Vernissage,1,5,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Michael Dweck - Mermaids 2006-2008, Staley-Wise Gallery, 19.6.2008 -  6.9.2008",Michael Dweck - Mermaids 2006-2008,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Dweck, Michael",130117587,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,19,6,2008,,6,9,2008,Vernissage,19,6,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Lillian Bassmann - 12 Platinum Prints, Staley-Wise Gallery, 14.2.2008 -  26.4.2008",Lillian Bassmann - 12 Platinum Prints,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,"Bassman, Lillian",11948840X,Fotograf:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,14,2,2008,,26,4,2008,Vernissage,14,2,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Celebrating 25 Years of Staley-Wise with the 100th Birthday of Horst, Staley-Wise Gallery, 1.12.2006 -  27.1.2007",Celebrating 25 Years of Staley-Wise with the 100th Birthday of Horst,,,,,Gruppenausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Staley-Wise Gallery,,,,,,,,,,,,,Horst,118924397,Fotograf:in,,"Warhol, Andy",118629220,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staley-Wise Gallery,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2006,,27,1,2007,Vernissage,30,11,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Voom Portraits - Robert Wilson, Phillips de Pury & Company, Paula Cooper, Voom HD Networks, 17.1.2007 -  14.2.2007",Voom Portraits - Robert Wilson,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Wilson, Robert",118633503,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,Paula Cooper,,,Veranstalter,Voom HD Networks,Veranstalter,,,,,,,,,,,,,,,,,,,17,1,2007,,14,2,2007,Vernissage,16,1,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Lucille Reyboz - Selling Exhibition of Photographs, Phillips de Pury & Company, 10.1.2006 -  26.1.2006",Lucille Reyboz - Selling Exhibition of Photographs,,,,,Einzelausstellung,Sonderausstellung,,,,,Fotografie,4045895-7,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Reyboz, Lucille",138324662,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2006,,26,1,2006,Vernissage,9,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Fotografie,,,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Daniel Brush - Thirty Years' Work: Selling Exhibition, Phillips de Pury & Company, 31.5.2007 -  30.6.2007",Daniel Brush - Thirty Years' Work,Selling Exhibition,,,,Einzelausstellung,Sonderausstellung,,,,,Plastik,4046277-8,Malerei,4037220-0,Objektkunst,4131740-3,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Brush, Daniel",121062619,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,31,5,2007,,30,6,2007,Vernissage,30,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Plastik,Malerei,Objektkunst,,,,Englisch,,,,,,,,,,,
,New York,Blatt/unbewegtes Bild,Flyer,[Konvolut Ausstellungsephemera New York - Galerien],"Atmospherics - Hani Rashid, Phillips de Pury & Company, 5.6.2008 -  28.6.2008",Atmospherics - Hani Rashid,,,,,Einzelausstellung,Sonderausstellung,,,,,Plastik,4046277-8,,,,,,,,,New York,4042011-5,,,,,,,Phillips de Pury & Company,,,,,,,,,,,,,"Rashid, Hani",12386531X,Künstler:in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips de Pury & Company,Veranstalter,,,,,,,,,,,,,,,,,,,,,,,,,5,6,2008,,28,6,2008,Vernissage,12,6,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flyer,Plastik,,,,,,Englisch,,,,,,,,,,,
